Datum;Tabelle
"29.06.2009 10:53:15";"Abgangsart"
"29.06.2009 10:53:15";"Abgangsart"
"29.06.2009 10:53:15";"Abgangsart"
"29.06.2009 10:53:15";"Abgangsart"
"29.06.2009 10:53:15";"Abgangsart"
"29.06.2009 10:53:23";"Abgangsart"
"29.06.2009 10:53:25";"Abgangsart"
"29.06.2009 10:53:27";"Abgangsart"
"29.06.2009 10:53:29";"Abgangsart"
"29.06.2009 10:53:31";"Abgangsart"
"29.06.2009 10:53:55";"Abgangsart"
"29.06.2009 10:54:10";"Abgangsart"
"29.06.2010 13:39:29";"Herkunftsart"
"29.06.2011 10:01:01";"Fachklasse"
"29.06.2011 14:34:33";"Gliederung"
"29.06.2012 15:44:39";"ZulFächer"
"29.06.2012 16:02:06";"AndereGrundschulen"
"29.06.2020 10:02:19";"Gliederung"
"29.06.2020 12:51:25";"Fachklasse"
"29.07.2010 10:54:38";"LehrerAnrechnung"
"29.07.2010 12:05:15";"LehrerFachrichtung"
"29.07.2010 14:25:31";"LehrerLehrbefaehigung"
"29.07.2010 14:27:10";"LehrerMehrleistung"
"29.07.2010 14:32:19";"LehrerMinderleistung"
"29.10.2008 11:49:57";"Nationalitäten"
"30.01.2012 17:57:12";"Fachklasse"
"30.01.2014 11:42:46";"ZulKuArt"
"30.01.2020 11:05:57";"ZulKuArt"
"30.03.2022 11:08:25";"LehrerAnrechnung"
"30.03.2022 15:12:50";"Herkunftsart"
"30.04.2009 13:26:50";"ZulJahrgänge"
"30.04.2009 13:26:54";"ZulJahrgänge"
"30.04.2009 13:27:06";"ZulJahrgänge"
"30.04.2009 15:22:21";"ZulJahrgänge"
"30.04.2009 15:22:48";"ZulJahrgänge"
"30.04.2009 15:23:11";"ZulJahrgänge"
"30.04.2009 15:23:33";"ZulJahrgänge"
"30.04.2013 11:57:41";"Gliederung"
"30.04.2014 14:18:05";"Abgangsart"
"30.04.2019 09:44:59";"Gliederung"
"30.04.2020 15:14:33";"Fachklasse"
"30.05.2011 15:41:07";"Fachklasse"
"30.05.2012 10:02:56";"Abgangsart"
"30.05.2012 14:59:33";"ZulFächer"
"30.05.2012 15:50:28";"ZulKuArt"
"30.05.2017 12:44:02";"ZulKuArt"
"30.05.2018 09:53:13";"Fachklasse"
"30.06.2010 10:14:24";"Herkunftsart"
"30.06.2011 10:29:37";"Fachklasse"
"30.06.2011 12:59:40";"Förderschwerpunkt"
"30.06.2011 13:30:54";"Gliederung"
"30.06.2011 15:17:46";"Herkunftsschulform"
"30.06.2011 15:52:35";"Herkunftsart"
"30.08.2018 10:40:22";"Fachklasse"
"30.09.2016 16:24:47";"Fachklasse"
"30.11.2016 14:20:59";"ZulKuArt"
"30.11.2016 17:09:42";"Fachklasse"
"31.03.2009 15:24:15";"ZulKuArt"
"31.03.2009 15:24:42";"ZulKuArt"
"31.03.2009 15:25:06";"ZulKuArt"
"31.03.2009 15:25:11";"ZulKuArt"
"31.03.2009 15:25:19";"ZulKuArt"
"31.03.2009 15:28:17";"ZulKuArt"
"31.03.2009 15:31:32";"Herkunftsart"
"31.03.2009 15:31:46";"Herkunftsart"
"31.03.2009 15:32:40";"Herkunftsart"
"31.03.2015 15:22:17";"ZulJahrgänge"
"31.03.2015 15:23:05";"ZulJahrgänge_Kurzbez"
"31.03.2016 11:25:15";"Fachklasse"
"31.03.2017 09:07:52";"Fachklasse"
"31.03.2017 11:04:44";"Abgangsart"
"31.03.2020 12:45:11";"ZulKuArt"
"31.03.2022 12:24:21";"Herkunftsschulform"
"31.03.2022 13:45:29";"LehrerLehramt"
"31.03.2022 13:50:35";"LehrerLehrbefaehigung"
"31.03.2022 14:40:36";"LehrerAnrechnung"
"31.03.2022 16:13:29";"ZulFächer"
"31.03.2022 17:17:53";"ZulJahrgänge_Kurzbez"
"31.05.2012 10:34:40";"Förderschwerpunkt"
"31.05.2012 12:57:57";"ZulKuArt"
"31.05.2012 14:11:13";"ZulJahrgänge_Kurzbez"
"31.07.2019 15:01:59";"Gliederung"
"31.07.2019 15:20:11";"Herkunftsschulform"
"31.08.2018 08:55:29";"LehrerMinderleistung"
"31.10.2019 13:56:53";"Fachklasse"
